iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.102408595455503,1.2554676059414358,0.6208639705882353,64.3154764175415,False,1,8b98a6da,2023-06-06_15-13-36,1686064416,64.3154764175415,30773,8fa062c8815e,172.17.0.3,64.3154764175415,1
1,0.6938554891972866,0.6533000981983017,0.8267463235294118,68.92125129699707,False,2,8b98a6da,2023-06-06_15-14-45,1686064485,133.23672771453857,30773,8fa062c8815e,172.17.0.3,133.23672771453857,2
2,0.290718638491862,0.3839953899493112,0.8979779411764706,67.41469693183899,False,3,8b98a6da,2023-06-06_15-15-52,1686064552,200.65142464637756,30773,8fa062c8815e,172.17.0.3,200.65142464637756,3
