iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.760737224689965,2.4719822652199688,0.14613970588235295,23.41601872444153,False,1,a8f666a5,2023-06-06_11-23-09,1686050589,23.41601872444153,14375,8fa062c8815e,172.17.0.3,23.41601872444153,1
1,2.242148856514866,2.193336577976451,0.2104779411764706,23.598445177078247,False,2,a8f666a5,2023-06-06_11-23-32,1686050612,47.014463901519775,14375,8fa062c8815e,172.17.0.3,47.014463901519775,2
2,1.9286898739129594,1.8945616203195907,0.39705882352941174,20.739996194839478,False,3,a8f666a5,2023-06-06_11-23-53,1686050633,67.75446009635925,14375,8fa062c8815e,172.17.0.3,67.75446009635925,3
3,1.5669806998910256,1.5077515051645392,0.5482536764705882,20.34400177001953,False,4,a8f666a5,2023-06-06_11-24-13,1686050653,88.09846186637878,14375,8fa062c8815e,172.17.0.3,88.09846186637878,4
4,1.2258271181467668,1.3052962878171135,0.6070772058823529,21.779712438583374,False,5,a8f666a5,2023-06-06_11-24-35,1686050675,109.87817430496216,14375,8fa062c8815e,172.17.0.3,109.87817430496216,5
