iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.2741368239365736,1.4188019124900593,0.5739889705882353,60.743284940719604,False,1,d3618553,2023-06-06_11-23-42,1686050622,60.743284940719604,14373,8fa062c8815e,172.17.0.3,60.743284940719604,1
1,0.8612532692337499,0.8086710068232873,0.7647058823529411,62.614917516708374,False,2,d3618553,2023-06-06_11-24-45,1686050685,123.35820245742798,14373,8fa062c8815e,172.17.0.3,123.35820245742798,2
2,0.3891068257897803,0.43967791854896965,0.8855698529411765,66.9704520702362,False,3,d3618553,2023-06-06_11-25-52,1686050752,190.32865452766418,14373,8fa062c8815e,172.17.0.3,190.32865452766418,3
3,0.1929494855310587,0.5362161363968078,0.8731617647058824,57.710453033447266,False,4,d3618553,2023-06-06_11-26-49,1686050809,248.03910756111145,14373,8fa062c8815e,172.17.0.3,248.03910756111145,4
4,0.1594267220245403,0.26409232402768207,0.9264705882352942,38.908891439437866,False,5,d3618553,2023-06-06_11-27-28,1686050848,286.9479990005493,14373,8fa062c8815e,172.17.0.3,286.9479990005493,5
0,2.198991583099643,1.2872121456791372,0.5721507352941176,37.576544761657715,False,1,d3618553,2023-06-06_11-46-05,1686051965,324.52454376220703,31498,8fa062c8815e,172.17.0.3,37.576544761657715,1
1,0.6956937162621507,0.6873621114474886,0.8037683823529411,34.191023111343384,False,2,d3618553,2023-06-06_11-46-40,1686052000,358.7155668735504,31498,8fa062c8815e,172.17.0.3,71.7675678730011,2
2,0.3156094431913304,0.3749406204065856,0.890625,33.59192776679993,False,3,d3618553,2023-06-06_11-47-13,1686052033,392.30749464035034,31498,8fa062c8815e,172.17.0.3,105.35949563980103,3
3,0.19358546612332167,0.3065985698691186,0.9076286764705882,33.55838704109192,False,4,d3618553,2023-06-06_11-47-47,1686052067,425.86588168144226,31498,8fa062c8815e,172.17.0.3,138.91788268089294,4
4,0.10386573447330484,0.2850050066378625,0.9283088235294118,33.629268169403076,False,5,d3618553,2023-06-06_11-48-20,1686052100,459.49514985084534,31498,8fa062c8815e,172.17.0.3,172.54715085029602,5
5,0.06497437477075649,0.21851467935587554,0.9407169117647058,34.30583596229553,False,6,d3618553,2023-06-06_11-48-55,1686052135,493.80098581314087,31498,8fa062c8815e,172.17.0.3,206.85298681259155,6
6,0.06489857166408769,0.412810075096786,0.9094669117647058,33.99625849723816,False,7,d3618553,2023-06-06_11-49-29,1686052169,527.797244310379,31498,8fa062c8815e,172.17.0.3,240.8492453098297,7
7,0.049467345222704184,0.15550771109102404,0.9586397058823529,30.32087779045105,False,8,d3618553,2023-06-06_11-49-59,1686052199,558.1181221008301,31498,8fa062c8815e,172.17.0.3,271.17012310028076,8
8,0.04270078500312328,0.17096741681041963,0.9517463235294118,28.782845735549927,False,9,d3618553,2023-06-06_11-50-28,1686052228,586.90096783638,31498,8fa062c8815e,172.17.0.3,299.9529688358307,9
9,0.019789169884390802,0.26164802410365906,0.9237132352941176,28.852238416671753,False,10,d3618553,2023-06-06_11-50-57,1686052257,615.7532062530518,31498,8fa062c8815e,172.17.0.3,328.80520725250244,10
10,0.05361352016746962,0.21600696845459477,0.9494485294117647,28.260139226913452,False,11,d3618553,2023-06-06_11-51-25,1686052285,644.0133454799652,31498,8fa062c8815e,172.17.0.3,357.0653464794159,11
11,0.03277808331400699,0.23509627620360868,0.9425551470588235,29.090692043304443,False,12,d3618553,2023-06-06_11-51-54,1686052314,673.1040375232697,31498,8fa062c8815e,172.17.0.3,386.15603852272034,12
12,0.025283374068625634,0.1592782215311137,0.9618566176470589,28.913626670837402,False,13,d3618553,2023-06-06_11-52-23,1686052343,702.017664194107,31498,8fa062c8815e,172.17.0.3,415.06966519355774,13
13,0.01136706063006236,0.1525928238115739,0.9627757352941176,28.196447134017944,False,14,d3618553,2023-06-06_11-52-51,1686052371,730.214111328125,31498,8fa062c8815e,172.17.0.3,443.2661123275757,14
14,0.005311361652769565,0.15514754701357827,0.9623161764705882,29.128345251083374,False,15,d3618553,2023-06-06_11-53-20,1686052400,759.3424565792084,31498,8fa062c8815e,172.17.0.3,472.39445757865906,15
