iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.1504168640641335,1.4246859594303019,0.5091911764705882,55.479012966156006,False,1,15356b7d,2023-06-06_15-12-22,1686064342,55.479012966156006,30787,8fa062c8815e,172.17.0.3,55.479012966156006,1
0,2.265724007365773,1.4463709776892382,0.5652573529411765,60.367952823638916,False,1,15356b7d,2023-06-06_15-16-04,1686064564,115.84696578979492,30778,8fa062c8815e,172.17.0.3,60.367952823638916,1
1,0.852428816331243,0.7392039198209258,0.7807904411764706,59.770074129104614,False,2,15356b7d,2023-06-06_15-17-03,1686064623,175.61703991889954,30778,8fa062c8815e,172.17.0.3,120.13802695274353,2
2,0.3266346817384067,0.4131433315136853,0.8883272058823529,61.79560399055481,False,3,15356b7d,2023-06-06_15-18-05,1686064685,237.41264390945435,30778,8fa062c8815e,172.17.0.3,181.93363094329834,3
