iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.355605702955746,1.7470059061751646,0.3860294117647059,43.734912395477295,False,1,64a92ae2,2023-06-06_15-13-37,1686064417,43.734912395477295,30785,8fa062c8815e,172.17.0.3,43.734912395477295,1
1,0.8499622350034205,0.861383640590836,0.7922794117647058,45.23107290267944,False,2,64a92ae2,2023-06-06_15-14-22,1686064462,88.96598529815674,30785,8fa062c8815e,172.17.0.3,88.96598529815674,2
2,0.25735477123011663,0.3633161012959831,0.9048713235294118,41.91246938705444,False,3,64a92ae2,2023-06-06_15-15-04,1686064504,130.87845468521118,30785,8fa062c8815e,172.17.0.3,130.87845468521118,3
3,0.11711575658720674,0.7766131627209046,0.8023897058823529,42.136014461517334,False,4,64a92ae2,2023-06-06_15-15-46,1686064546,173.01446914672852,30785,8fa062c8815e,172.17.0.3,173.01446914672852,4
4,0.08102893564416078,0.2762968679616118,0.9310661764705882,42.51629877090454,False,5,64a92ae2,2023-06-06_15-16-29,1686064589,215.53076791763306,30785,8fa062c8815e,172.17.0.3,215.53076791763306,5
