iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.306184773884931,1.4963695950367872,0.5179227941176471,48.6078999042511,False,1,3ef040e0,2023-06-06_15-13-43,1686064423,48.6078999042511,30781,8fa062c8815e,172.17.0.3,48.6078999042511,1
1,0.81464285150315,0.6403434256858686,0.8152573529411765,48.292147636413574,False,2,3ef040e0,2023-06-06_15-14-31,1686064471,96.90004754066467,30781,8fa062c8815e,172.17.0.3,96.90004754066467,2
2,0.3056650609863036,0.3252590461360181,0.9154411764705882,46.73741579055786,False,3,3ef040e0,2023-06-06_15-15-18,1686064518,143.63746333122253,30781,8fa062c8815e,172.17.0.3,143.63746333122253,3
3,0.1620587459629745,0.208757477127673,0.9462316176470589,46.17921209335327,False,4,3ef040e0,2023-06-06_15-16-04,1686064564,189.8166754245758,30781,8fa062c8815e,172.17.0.3,189.8166754245758,4
4,0.09106034821676977,0.22608199671787374,0.9375,45.70229911804199,False,5,3ef040e0,2023-06-06_15-16-49,1686064609,235.5189745426178,30781,8fa062c8815e,172.17.0.3,235.5189745426178,5
0,2.2240880368982703,1.4038099331014298,0.5243566176470589,36.29081988334656,False,1,3ef040e0,2023-06-06_15-22-47,1686064967,271.80979442596436,29623,8fa062c8815e,172.17.0.3,36.29081988334656,1
1,0.7376319726259963,0.4765681188334437,0.8717830882352942,36.32806658744812,False,2,3ef040e0,2023-06-06_15-23-23,1686065003,308.1378610134125,29623,8fa062c8815e,172.17.0.3,72.61888647079468,2
2,0.2400621134715462,0.33550147449269013,0.9053308823529411,3309.166914701462,False,3,3ef040e0,2023-06-06_16-18-33,1686068313,3617.3047757148743,29623,8fa062c8815e,172.17.0.3,3381.7858011722565,3
3,0.1292930741080092,0.29570153300814767,0.9269301470588235,34.22752380371094,False,4,3ef040e0,2023-06-06_16-19-07,1686068347,3651.532299518585,29623,8fa062c8815e,172.17.0.3,3416.0133249759674,4
4,0.07775207913652496,0.2735771663788268,0.9315257352941176,33.52429389953613,False,5,3ef040e0,2023-06-06_16-19-40,1686068380,3685.0565934181213,29623,8fa062c8815e,172.17.0.3,3449.5376188755035,5
5,0.05230196127532394,0.22917693510980292,0.9434742647058824,33.759613037109375,False,6,3ef040e0,2023-06-06_16-20-14,1686068414,3718.8162064552307,29623,8fa062c8815e,172.17.0.3,3483.297231912613,6
6,0.05332248602333723,0.25005770282929435,0.9402573529411765,29.29913020133972,False,7,3ef040e0,2023-06-06_16-20-43,1686068443,3748.1153366565704,29623,8fa062c8815e,172.17.0.3,3512.5963621139526,7
7,0.04203287359028693,0.26985573371434035,0.9315257352941176,30.86974287033081,False,8,3ef040e0,2023-06-06_16-21-14,1686068474,3778.9850795269012,29623,8fa062c8815e,172.17.0.3,3543.4661049842834,8
8,0.037486474666048236,0.26988902477109256,0.9356617647058824,27.683554649353027,False,9,3ef040e0,2023-06-06_16-21-42,1686068502,3806.6686341762543,29623,8fa062c8815e,172.17.0.3,3571.1496596336365,9
9,0.018920260066736163,0.178613960643655,0.9577205882352942,26.82400870323181,False,10,3ef040e0,2023-06-06_16-22-09,1686068529,3833.492642879486,29623,8fa062c8815e,172.17.0.3,3597.9736683368683,10
10,0.023431829966319886,0.22210020267212874,0.9480698529411765,28.7074031829834,False,11,3ef040e0,2023-06-06_16-22-38,1686068558,3862.2000460624695,29623,8fa062c8815e,172.17.0.3,3626.6810715198517,11
11,0.009891145594770686,0.207432728693889,0.9485294117647058,28.716614961624146,False,12,3ef040e0,2023-06-06_16-23-06,1686068586,3890.9166610240936,29623,8fa062c8815e,172.17.0.3,3655.397686481476,12
12,0.016608523716924044,0.2758161908166264,0.9393382352941176,28.392137050628662,False,13,3ef040e0,2023-06-06_16-23-35,1686068615,3919.3087980747223,29623,8fa062c8815e,172.17.0.3,3683.7898235321045,13
13,0.017561503571856006,0.2657873094876242,0.9420955882352942,29.074188470840454,False,14,3ef040e0,2023-06-06_16-24-04,1686068644,3948.3829865455627,29623,8fa062c8815e,172.17.0.3,3712.864012002945,14
14,0.029001049014165527,0.2870006483589189,0.9370404411764706,28.8125216960907,False,15,3ef040e0,2023-06-06_16-24-33,1686068673,3977.1955082416534,29623,8fa062c8815e,172.17.0.3,3741.6765336990356,15
