iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.207594879622598,1.3895106412032072,0.5367647058823529,47.58386278152466,False,1,90e5c8c2,2023-06-06_15-14-15,1686064455,47.58386278152466,30787,8fa062c8815e,172.17.0.3,47.58386278152466,1
1,0.7487358685257366,0.6524250288220013,0.8005514705882353,42.805575132369995,False,2,90e5c8c2,2023-06-06_15-14-58,1686064498,90.38943791389465,30787,8fa062c8815e,172.17.0.3,90.38943791389465,2
2,0.2912609618048645,0.41044896074077664,0.8855698529411765,43.71531105041504,False,3,90e5c8c2,2023-06-06_15-15-42,1686064542,134.1047489643097,30787,8fa062c8815e,172.17.0.3,134.1047489643097,3
3,0.1209397705326092,0.2873022271155873,0.9250919117647058,43.10523772239685,False,4,90e5c8c2,2023-06-06_15-16-25,1686064585,177.20998668670654,30787,8fa062c8815e,172.17.0.3,177.20998668670654,4
4,0.08821721851952302,0.24820671118248036,0.9393382352941176,43.759724617004395,False,5,90e5c8c2,2023-06-06_15-17-09,1686064629,220.96971130371094,30787,8fa062c8815e,172.17.0.3,220.96971130371094,5
