iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.3352725187551626,1.564426238045973,0.47840073529411764,26.64045810699463,False,1,647bcfa2,2023-06-06_15-12-34,1686064354,26.64045810699463,30788,8fa062c8815e,172.17.0.3,26.64045810699463,1
0,2.228962441671242,1.6084682064897873,0.46277573529411764,30.526524782180786,False,1,647bcfa2,2023-06-06_15-17-00,1686064620,57.166982889175415,30785,8fa062c8815e,172.17.0.3,30.526524782180786,1
1,0.909781117028403,0.790225991869674,0.7817095588235294,28.56350088119507,False,2,647bcfa2,2023-06-06_15-17-28,1686064648,85.73048377037048,30785,8fa062c8815e,172.17.0.3,59.090025663375854,2
2,0.3491145433876121,0.4659459998502451,0.8897058823529411,31.60588550567627,False,3,647bcfa2,2023-06-06_15-18-00,1686064680,117.33636927604675,30785,8fa062c8815e,172.17.0.3,90.69591116905212,3
