iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.185632975356093,1.320658126298119,0.578125,64.60248446464539,False,1,9da76310,2023-06-06_11-23-50,1686050630,64.60248446464539,14379,8fa062c8815e,172.17.0.3,64.60248446464539,1
1,0.7029852155342843,0.7166145763853017,0.8060661764705882,65.01601600646973,False,2,9da76310,2023-06-06_11-24-55,1686050695,129.6185004711151,14379,8fa062c8815e,172.17.0.3,129.6185004711151,2
2,0.2032126282133813,0.40528848597451167,0.8915441176470589,73.06669497489929,False,3,9da76310,2023-06-06_11-26-09,1686050769,202.6851954460144,14379,8fa062c8815e,172.17.0.3,202.6851954460144,3
3,0.12576807883468646,0.2753357861245818,0.9278492647058824,53.313899993896484,False,4,9da76310,2023-06-06_11-27-02,1686050822,255.9990954399109,14379,8fa062c8815e,172.17.0.3,255.9990954399109,4
4,0.08225620245036569,0.24231485697879074,0.9338235294117647,36.78354024887085,False,5,9da76310,2023-06-06_11-27-39,1686050859,292.78263568878174,14379,8fa062c8815e,172.17.0.3,292.78263568878174,5
0,2.355368983977049,1.4123413264751434,0.5271139705882353,36.25587821006775,False,1,9da76310,2023-06-06_11-46-04,1686051964,329.0385138988495,31500,8fa062c8815e,172.17.0.3,36.25587821006775,1
1,0.7799388529750907,0.6991467033238972,0.7835477941176471,35.201884508132935,False,2,9da76310,2023-06-06_11-46-39,1686051999,364.2403984069824,31500,8fa062c8815e,172.17.0.3,71.45776271820068,2
2,0.33649529400959755,0.33374165929853916,0.8988970588235294,35.1995747089386,False,3,9da76310,2023-06-06_11-47-14,1686052034,399.439973115921,31500,8fa062c8815e,172.17.0.3,106.65733742713928,3
3,0.15987639558655256,0.24472166658105218,0.9296875,35.43781852722168,False,4,9da76310,2023-06-06_11-47-50,1686052070,434.8777916431427,31500,8fa062c8815e,172.17.0.3,142.09515595436096,4
4,0.09954860376067531,0.29284375048625993,0.9260110294117647,36.308799505233765,False,5,9da76310,2023-06-06_11-48-26,1686052106,471.18659114837646,31500,8fa062c8815e,172.17.0.3,178.40395545959473,5
5,0.06499471627085389,0.21684176851447454,0.9489889705882353,35.937580585479736,False,6,9da76310,2023-06-06_11-49-02,1686052142,507.1241717338562,31500,8fa062c8815e,172.17.0.3,214.34153604507446,6
6,0.04264251078768335,0.17882989919470513,0.9466911764705882,35.0882294178009,False,7,9da76310,2023-06-06_11-49-37,1686052177,542.2124011516571,31500,8fa062c8815e,172.17.0.3,249.42976546287537,7
7,0.06262438570474754,0.3870221035664572,0.9076286764705882,29.802348613739014,False,8,9da76310,2023-06-06_11-50-07,1686052207,572.0147497653961,31500,8fa062c8815e,172.17.0.3,279.2321140766144,8
8,0.028094572805148522,0.17929256564649917,0.9581801470588235,29.314855337142944,False,9,9da76310,2023-06-06_11-50-36,1686052236,601.3296051025391,31500,8fa062c8815e,172.17.0.3,308.5469694137573,9
9,0.03895794563515347,0.24749773565460653,0.9393382352941176,30.110742330551147,False,10,9da76310,2023-06-06_11-51-06,1686052266,631.4403474330902,31500,8fa062c8815e,172.17.0.3,338.6577117443085,10
10,0.03556311867670021,0.14415577538003324,0.9586397058823529,29.823841333389282,False,11,9da76310,2023-06-06_11-51-36,1686052296,661.2641887664795,31500,8fa062c8815e,172.17.0.3,368.48155307769775,11
11,0.013059926271840966,0.13556072518900586,0.9673713235294118,30.742927312850952,False,12,9da76310,2023-06-06_11-52-07,1686052327,692.0071160793304,31500,8fa062c8815e,172.17.0.3,399.2244803905487,12
12,0.01770625982854009,0.30271857722854134,0.9338235294117647,29.25141477584839,False,13,9da76310,2023-06-06_11-52-36,1686052356,721.2585308551788,31500,8fa062c8815e,172.17.0.3,428.4758951663971,13
13,0.024756268307666106,0.1592221216586254,0.9590992647058824,30.331143379211426,False,14,9da76310,2023-06-06_11-53-07,1686052387,751.5896742343903,31500,8fa062c8815e,172.17.0.3,458.8070385456085,14
14,0.022075199103321952,0.11044161479837973,0.9719669117647058,28.467586040496826,False,15,9da76310,2023-06-06_11-53-35,1686052415,780.0572602748871,31500,8fa062c8815e,172.17.0.3,487.27462458610535,15
0,2.190997676941955,1.443470563958673,0.5202205882352942,28.594839096069336,False,1,9da76310,2023-06-06_11-54-04,1686052444,808.6520993709564,14386,8fa062c8815e,172.17.0.3,28.594839096069336,1
1,0.7774307478978796,0.732691162649323,0.7757352941176471,27.89820146560669,False,2,9da76310,2023-06-06_11-54-32,1686052472,836.5503008365631,14386,8fa062c8815e,172.17.0.3,56.493040561676025,2
2,0.34605288718944616,0.3227183943176094,0.9140625,29.305267333984375,False,3,9da76310,2023-06-06_11-55-01,1686052501,865.8555681705475,14386,8fa062c8815e,172.17.0.3,85.7983078956604,3
3,0.15657786719356348,0.31918199360370636,0.9140625,28.103452682495117,False,4,9da76310,2023-06-06_11-55-30,1686052530,893.9590208530426,14386,8fa062c8815e,172.17.0.3,113.90176057815552,4
4,0.0974190981868763,0.33013741409077363,0.9250919117647058,28.584235191345215,False,5,9da76310,2023-06-06_11-55-58,1686052558,922.5432560443878,14386,8fa062c8815e,172.17.0.3,142.48599576950073,5
