iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.069141009478893,1.3076526014243854,0.5661764705882353,74.04326629638672,False,1,6788c209,2023-06-06_15-14-12,1686064452,74.04326629638672,30771,8fa062c8815e,172.17.0.3,74.04326629638672,1
1,0.6482141991552798,0.5391465166912359,0.8506433823529411,70.49579524993896,False,2,6788c209,2023-06-06_15-15-22,1686064522,144.53906154632568,30771,8fa062c8815e,172.17.0.3,144.53906154632568,2
2,0.2783571165416715,0.34848254940965595,0.9007352941176471,72.09674048423767,False,3,6788c209,2023-06-06_15-16-34,1686064594,216.63580203056335,30771,8fa062c8815e,172.17.0.3,216.63580203056335,3
3,0.15906616801269424,0.36529822559917674,0.8998161764705882,73.64184904098511,False,4,6788c209,2023-06-06_15-17-48,1686064668,290.27765107154846,30771,8fa062c8815e,172.17.0.3,290.27765107154846,4
4,0.11488324671405033,0.27753106137628064,0.9232536764705882,75.34219408035278,False,5,6788c209,2023-06-06_15-19-03,1686064743,365.61984515190125,30771,8fa062c8815e,172.17.0.3,365.61984515190125,5
