iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.3516704376461437,1.7051983002354116,0.43106617647058826,33.90065789222717,False,1,7d10431a,2023-06-06_15-13-49,1686064429,33.90065789222717,30629,8fa062c8815e,172.17.0.3,33.90065789222717,1
1,1.0685319770308375,0.8759341612458229,0.7651654411764706,35.29465079307556,False,2,7d10431a,2023-06-06_15-14-24,1686064464,69.19530868530273,30629,8fa062c8815e,172.17.0.3,69.19530868530273,2
2,0.44606121072491395,0.43855810253059163,0.8901654411764706,33.50654315948486,False,3,7d10431a,2023-06-06_15-14-58,1686064498,102.7018518447876,30629,8fa062c8815e,172.17.0.3,102.7018518447876,3
3,0.29352110251784325,0.6516004200367367,0.8267463235294118,33.283063888549805,False,4,7d10431a,2023-06-06_15-15-31,1686064531,135.9849157333374,30629,8fa062c8815e,172.17.0.3,135.9849157333374,4
4,0.18648216052396785,0.3478002929512192,0.9163602941176471,34.324347257614136,False,5,7d10431a,2023-06-06_15-16-05,1686064565,170.30926299095154,30629,8fa062c8815e,172.17.0.3,170.30926299095154,5
