iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.120331400227778,1.3480193623725105,0.5932904411764706,63.290587186813354,False,1,5e5f15d6,2023-06-06_11-22-40,1686050560,63.290587186813354,14391,8fa062c8815e,172.17.0.3,63.290587186813354,1
0,2.2414529659215687,1.4174916183247286,0.5422794117647058,67.93421649932861,False,1,5e5f15d6,2023-06-06_11-25-58,1686050758,131.22480368614197,26762,8fa062c8815e,172.17.0.3,67.93421649932861,1
1,0.7399987997939286,0.5463245018001865,0.8579963235294118,54.615864515304565,False,2,5e5f15d6,2023-06-06_11-26-52,1686050812,185.84066820144653,26762,8fa062c8815e,172.17.0.3,122.55008101463318,2
2,0.27623875994343783,0.8568504568846786,0.8060661764705882,37.65409588813782,False,3,5e5f15d6,2023-06-06_11-27-30,1686050850,223.49476408958435,26762,8fa062c8815e,172.17.0.3,160.204176902771,3
